,Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV
4199,3570,45,12.0,4.4,1.6,3.2,51.9,0.1,0.2,-5.2,1.0,1.2,75.6,1.3,2.3,3.4,0.3,0.1,0.2,0.5
4200,10529,54,17.9,6.6,2.3,7.1,30.8,1.1,2.9,42.6,0.8,1.0,82.0,0.2,0.7,1.0,2.3,0.6,0.1,0.9
4201,2686,93,32.1,14.9,6.2,13.6,47.6,0.5,1.4,26.3,1.9,2.4,77.9,2.5,3.1,5.2,2.1,0.7,0.2,1.3
4202,7444,61,23.9,9.1,3.4,7.1,46.7,-0.2,-0.5,-15.4,2.6,3.8,67.3,1.4,2.8,4.0,2.3,1.0,0.4,2.6
4203,9453,53,10.5,4.0,1.2,3.4,33.7,0.4,1.1,28.8,1.4,2.0,69.4,0.4,0.7,1.0,1.5,0.5,-0.3,1.3
4204,369,65,32.0,8.8,3.9,7.3,52.5,0.3,0.7,19.3,0.8,1.3,65.1,1.9,4.7,6.6,1.1,1.0,1.0,1.2
4205,5685,70,38.6,16.9,6.1,16.8,32.5,1.2,3.5,50.5,2.4,3.0,83.1,0.7,1.5,2.3,5.1,1.4,0.2,2.4
4206,8941,73,13.5,3.0,1.1,2.8,41.2,0.2,0.9,22.1,0.2,0.4,69.8,0.7,1.2,1.8,0.7,0.6,0.1,0.4
4207,7020,39,8.0,1.8,0.8,2.4,35.9,0.2,0.3,44.0,0.1,0.1,71.8,0.3,0.8,1.0,0.4,0.1,0.4,0.3
4208,9505,71,21.7,8.6,3.6,8.5,43.2,0.2,0.9,16.0,1.1,1.6,71.9,0.3,1.2,1.4,3.8,1.6,-0.0,2.0
4209,9753,56,8.1,1.4,0.6,1.4,44.3,-0.6,-1.6,-28.2,0.2,0.3,63.4,1.1,1.3,2.4,0.0,0.1,-0.2,0.2
4210,124,73,17.9,6.8,2.9,6.2,48.3,0.3,1.1,18.8,0.7,1.1,62.7,0.4,1.7,2.0,2.3,0.8,-0.2,1.5
4211,6490,88,49.4,15.9,6.3,12.5,50.2,0.8,2.5,21.7,2.5,3.7,64.3,1.9,5.6,7.8,6.0,2.1,0.5,2.6
4212,9125,49,12.5,5.4,1.9,4.6,42.3,-0.1,-0.1,3.5,1.4,1.9,68.4,0.9,1.4,2.2,1.2,0.8,0.2,0.8
4213,5999,42,10.2,2.1,0.8,2.2,37.1,-0.4,-0.7,-15.3,0.6,1.2,35.0,1.0,1.1,2.0,0.9,0.4,0.1,1.0
4214,147,32,11.2,3.2,1.2,3.5,34.7,-0.0,-0.1,16.1,0.9,1.5,58.5,0.6,1.4,2.0,1.9,0.4,0.1,1.1
4215,9399,88,9.1,3.5,1.5,2.7,54.2,-0.4,-1.1,8.8,0.8,1.2,63.2,0.4,1.3,1.7,0.6,0.1,0.2,0.9
4216,2121,59,6.6,2.8,1.0,3.2,32.3,-0.1,-0.2,28.4,0.6,0.6,97.7,0.1,0.5,0.6,0.5,0.2,-0.3,0.8
4217,5985,70,15.8,6.9,2.6,5.9,43.9,0.1,0.2,1.2,1.5,1.9,78.2,0.9,2.5,3.3,0.8,0.3,0.5,1.5
4218,10756,68,13.5,8.1,3.2,6.5,48.5,-0.1,-0.0,20.8,1.6,2.4,69.5,0.6,1.0,1.8,1.8,0.9,-0.0,1.3
4219,4292,62,19.8,9.0,3.6,7.5,47.8,0.3,0.8,42.8,1.5,2.1,71.5,1.1,2.1,3.2,1.0,0.5,0.3,0.9
4220,10879,61,20.3,6.5,2.5,5.7,43.7,0.3,0.9,38.8,1.3,1.7,77.5,0.6,1.6,2.2,2.3,0.8,0.0,0.8
4221,3966,66,15.4,3.1,1.1,2.8,39.1,0.1,0.5,20.4,0.6,1.1,58.5,1.0,1.9,2.9,1.2,0.8,0.2,0.9
4222,3850,46,13.7,6.2,2.3,4.9,47.3,0.6,1.9,22.4,0.9,1.3,76.3,0.8,1.8,2.6,1.3,0.3,0.3,1.4
4223,5388,79,17.6,9.6,3.2,8.3,38.9,0.5,1.6,42.9,2.4,3.1,79.9,0.1,0.9,1.0,3.8,1.3,-0.1,2.3
4224,4020,83,25.0,10.0,3.8,9.1,42.1,0.5,1.5,13.5,1.8,2.0,92.1,1.1,2.6,3.9,1.1,0.6,0.2,0.9
4225,1105,44,12.5,4.0,1.3,3.6,35.2,-0.3,-0.2,9.6,1.4,1.8,73.1,1.0,1.1,2.0,1.1,0.5,0.2,1.2
4226,10288,79,21.1,7.0,3.0,6.1,49.1,0.1,-0.2,25.7,1.1,2.1,48.7,1.9,3.0,4.8,1.0,0.4,0.4,1.3
4227,1002,46,21.7,9.6,3.9,8.6,45.0,0.5,1.2,20.1,1.4,1.8,76.2,1.6,4.1,5.6,0.7,0.4,0.4,1.3
4228,5528,71,20.4,7.5,2.9,8.2,33.7,1.0,3.2,25.9,0.9,0.8,116.0,0.3,1.4,1.6,2.4,0.6,-0.2,1.1
4229,10290,68,13.3,6.2,2.9,6.3,45.5,-0.1,-0.1,17.6,0.7,0.9,67.5,1.1,2.5,3.7,1.1,0.3,0.3,0.9
4230,7913,68,18.6,12.8,4.7,9.6,50.0,0.3,0.9,9.0,2.4,3.4,69.8,1.5,2.4,3.9,0.5,0.6,0.5,1.8
4231,8149,41,8.8,2.1,0.7,1.6,48.2,0.1,0.1,-15.1,0.5,0.7,66.7,0.7,1.3,2.1,0.2,0.2,0.3,0.6
4232,13219,66,18.2,6.8,2.5,7.0,36.2,0.6,2.0,24.8,1.1,2.0,60.2,1.1,3.6,4.7,1.4,0.7,1.7,1.5
4233,8116,36,10.2,4.6,2.0,3.8,51.6,0.2,0.4,1.4,0.5,0.6,74.5,0.5,1.1,1.7,1.0,0.4,-0.1,0.7
4234,6796,40,17.6,5.9,2.4,6.0,41.5,0.4,1.1,14.7,0.8,1.4,61.8,0.5,1.5,2.1,1.5,1.0,0.1,1.2
4235,6754,77,23.7,7.1,2.7,5.8,47.3,-0.1,-0.2,0.2,1.7,3.0,58.5,1.0,1.8,3.0,3.3,1.5,0.6,1.7
4236,5335,62,9.2,2.4,1.0,2.0,49.2,0.5,1.2,43.6,0.3,0.4,66.7,0.1,0.8,0.9,0.7,0.2,-0.0,0.6
4237,3141,38,9.1,3.5,1.7,3.1,48.9,-0.1,-0.3,21.3,0.4,0.6,65.7,0.3,0.7,1.1,1.0,0.5,-0.5,0.6
4238,1365,63,18.7,6.2,2.3,4.6,52.1,0.8,2.0,56.4,0.8,1.1,77.4,1.1,2.8,3.7,1.4,0.5,0.4,0.6
4239,5585,54,10.4,2.8,1.0,2.2,47.9,-0.1,-0.1,17.0,0.8,1.1,71.0,0.9,1.1,2.0,0.3,0.5,0.2,0.3
4240,9307,43,14.2,9.5,3.6,8.2,44.2,0.6,1.5,5.1,1.8,2.7,61.3,1.8,1.1,2.6,0.5,0.5,0.2,0.8
4241,5509,78,14.5,4.2,1.5,3.6,39.2,0.2,0.5,4.7,1.1,1.5,69.3,1.0,2.2,3.2,1.4,0.5,0.5,1.4
4242,6371,60,17.7,6.4,2.6,5.5,45.2,0.2,0.7,16.9,1.7,2.4,72.0,1.0,1.7,2.6,0.7,0.8,0.2,0.9
4243,7985,59,18.1,6.6,2.8,5.5,52.9,-0.1,-0.4,0.9,0.9,1.2,71.9,2.0,2.0,4.2,0.3,0.4,0.3,0.8
4244,667,56,9.4,3.1,1.1,2.9,38.3,0.2,0.7,-15.5,0.8,1.3,67.6,0.3,0.8,1.2,0.9,0.3,0.1,1.0
4245,7194,95,35.5,14.7,5.7,12.4,44.4,0.7,1.9,28.2,2.3,2.9,88.2,2.7,4.9,7.6,2.6,1.4,0.8,2.3
4246,7788,76,28.8,9.5,3.7,8.4,43.9,0.1,0.5,22.6,1.6,2.3,78.0,1.2,2.7,3.8,2.8,0.6,0.2,1.5
4247,4613,66,34.9,13.2,5.0,11.3,44.7,0.8,2.3,32.4,1.9,2.3,83.1,0.6,3.2,3.4,4.3,1.0,0.2,2.3
4248,5765,25,6.6,2.3,1.0,2.2,43.6,0.3,0.9,6.0,0.3,0.5,53.6,0.3,0.6,0.9,0.7,0.4,-0.7,0.7
4249,6147,88,22.1,7.8,2.6,4.8,53.4,0.4,0.6,8.6,2.7,3.3,79.2,1.7,3.4,5.1,1.7,0.7,0.5,1.7
4250,13428,83,33.0,16.5,6.5,14.0,47.0,0.5,1.2,21.6,3.2,4.1,81.7,1.3,3.4,4.5,3.1,0.6,0.4,2.8
4251,2473,63,26.9,10.4,4.3,9.3,44.9,0.9,2.4,39.8,1.5,2.4,60.3,1.1,2.4,3.7,0.9,1.2,0.4,0.7
4252,12118,64,26.1,7.3,2.5,6.4,41.2,0.7,2.0,41.5,1.1,1.3,97.2,1.2,2.9,4.2,0.9,0.9,0.4,1.2
4253,7346,35,5.8,1.5,0.7,1.6,44.1,-0.3,-0.7,-9.7,0.2,0.3,53.2,0.6,0.7,1.2,0.3,0.2,0.2,0.4
4254,9320,74,19.4,7.2,2.8,7.1,38.5,0.1,0.4,20.8,1.6,2.4,69.7,1.9,2.0,3.7,1.1,0.5,0.4,1.3
4255,786,50,12.5,5.8,2.2,4.2,50.9,0.4,1.0,30.2,0.9,1.5,64.0,1.2,1.4,2.5,0.9,1.0,0.2,0.6
4256,9715,40,20.3,9.1,3.6,10.2,33.9,0.4,1.5,21.2,1.4,2.0,68.0,0.7,1.7,2.4,2.9,1.3,0.2,2.2
4257,7559,64,8.4,2.4,0.8,1.8,47.0,0.1,0.2,-5.6,0.6,0.9,68.0,0.7,1.5,2.2,0.5,0.2,0.2,0.3
4258,4931,70,14.4,7.4,3.1,6.5,46.8,0.3,1.1,2.0,1.1,1.4,81.0,1.7,1.7,3.4,1.4,0.5,0.3,1.1
4259,9571,75,24.1,8.8,3.4,6.9,48.4,0.5,1.8,7.2,1.6,1.9,80.7,0.9,1.9,2.8,2.7,1.5,0.3,1.8
4260,1454,54,10.6,3.2,1.4,2.8,51.0,-0.6,-2.0,-1.5,0.6,0.9,68.9,1.4,3.0,4.4,0.4,0.1,0.4,0.7
4261,4319,61,13.5,4.5,1.7,3.6,46.4,0.3,0.7,4.2,1.3,1.6,75.3,1.1,1.3,2.5,0.5,0.4,0.2,0.8
4262,6068,35,6.9,2.4,0.9,2.4,37.2,0.9,2.5,61.5,0.2,0.3,74.5,0.1,0.3,0.4,1.8,0.4,-0.5,0.3
4263,5160,59,12.0,5.5,2.1,4.7,45.0,0.5,1.4,30.9,0.8,1.1,69.2,0.2,0.7,0.9,0.6,0.6,0.1,0.9
4264,10456,90,27.5,9.2,3.4,8.4,39.5,0.5,1.7,24.5,1.7,2.2,77.7,1.6,4.0,6.0,1.7,1.0,0.4,2.0
4265,5900,46,7.3,2.2,1.0,1.9,49.6,-0.4,-1.2,-4.8,0.4,0.8,56.5,1.1,1.8,2.9,0.1,0.2,0.2,0.4
4266,7680,45,16.4,3.9,1.2,3.4,36.8,0.4,1.2,27.2,1.1,1.8,65.3,0.8,1.0,2.0,3.0,1.5,0.1,1.1
4267,13616,65,22.8,11.2,4.7,10.2,46.0,0.2,0.8,16.9,1.8,1.9,89.5,1.7,2.5,4.4,0.7,0.4,0.3,0.8
4268,10275,48,23.7,9.4,3.4,9.1,36.2,1.3,4.2,28.1,1.1,1.3,91.7,0.3,1.9,2.1,2.4,0.7,-0.2,1.3
4269,2194,83,15.2,5.9,2.0,4.5,43.9,0.3,1.0,16.2,1.4,2.0,75.9,1.1,2.5,3.5,0.4,0.7,0.5,1.4
4270,6204,70,26.9,11.0,3.7,9.5,39.0,0.5,1.3,29.7,3.3,4.2,83.1,1.6,1.7,2.9,3.7,1.3,0.4,3.3
4271,9155,47,9.0,3.2,1.3,3.2,39.4,0.5,1.2,21.4,0.7,0.9,75.9,1.1,1.2,2.0,0.5,0.4,0.3,0.5
4272,10644,46,10.3,4.7,2.1,3.7,55.0,-0.1,0.0,12.9,0.7,1.3,61.2,1.4,1.8,3.1,0.1,0.2,0.5,0.3
4273,941,34,12.9,3.8,1.4,3.6,38.7,0.3,1.1,10.0,0.7,1.0,70.9,0.7,1.3,1.9,0.8,1.0,0.2,0.8
4274,3343,41,19.4,8.9,3.8,8.4,45.5,0.5,1.5,31.2,1.1,1.5,76.4,0.9,2.7,3.6,1.4,0.4,-0.6,1.3
4275,5936,48,22.7,5.9,2.3,5.3,43.5,0.4,1.7,25.9,1.0,1.2,83.7,0.5,1.9,2.6,2.0,0.8,0.3,1.0
4276,4490,60,8.1,1.7,0.7,1.7,38.5,0.3,0.8,22.1,0.2,0.5,57.0,0.3,0.8,1.2,0.6,0.1,0.3,0.8
4277,4175,46,21.3,7.2,2.7,7.2,37.9,0.4,1.2,27.0,1.3,1.9,68.0,0.8,1.6,2.6,2.3,0.6,0.1,1.7
4278,2875,79,27.5,8.7,3.4,7.2,47.6,0.4,1.3,35.4,1.7,2.2,74.4,1.6,4.5,6.4,0.7,0.5,0.7,1.5
4279,9667,57,7.6,2.7,1.3,2.7,48.1,-0.2,-0.3,5.7,0.1,0.3,61.5,0.5,0.9,1.3,0.2,0.2,0.2,0.6
4280,12284,29,10.4,3.2,1.2,3.0,39.1,-0.1,0.1,25.3,0.6,1.1,63.1,1.2,1.4,2.5,0.8,0.5,0.3,0.9
4281,11455,44,18.3,4.6,1.5,4.8,29.1,0.5,1.5,40.9,1.0,1.0,89.5,0.1,1.2,1.1,4.2,0.7,0.1,1.2
4282,4935,83,27.8,14.2,5.7,10.4,54.8,1.0,2.3,22.1,2.3,3.1,75.9,1.6,3.3,4.8,3.0,1.3,0.5,2.9
4283,13511,73,13.1,3.1,1.0,2.4,43.1,0.7,1.7,17.4,0.7,0.8,76.0,0.3,0.6,1.0,2.3,1.3,-0.5,0.6
4284,8654,79,36.2,14.3,6.1,11.6,53.9,0.2,0.8,27.5,2.0,2.5,73.6,1.6,4.4,6.3,2.5,1.1,0.1,1.4
4285,9680,62,15.6,6.0,2.4,5.2,45.6,0.2,0.5,47.6,1.2,1.9,65.8,0.6,1.9,2.6,1.0,0.5,0.2,1.4
4286,4238,53,17.7,7.5,3.1,6.6,48.3,0.3,1.0,21.3,1.3,1.6,86.5,0.7,1.7,2.4,2.3,1.0,0.3,1.7
4287,12635,58,12.7,5.9,2.2,5.8,36.9,0.1,0.6,13.3,1.1,1.4,79.2,0.9,1.2,1.9,0.7,0.2,0.2,1.1
4288,249,45,8.2,2.3,0.8,1.9,42.2,0.1,0.1,34.5,0.6,0.7,89.0,0.6,0.7,1.2,0.4,0.2,0.0,0.3
4289,1696,63,16.1,6.3,2.9,4.8,57.3,-0.4,-1.3,-5.1,1.2,2.0,54.1,2.4,2.3,4.4,1.0,1.0,0.2,1.2
4290,4139,74,28.3,9.9,4.3,6.7,64.1,-0.3,-0.9,37.7,1.4,2.0,66.5,1.3,3.6,4.8,1.7,0.9,0.4,1.3
4291,12361,46,11.7,3.7,1.3,3.3,40.6,-0.1,0.2,14.1,1.0,1.4,70.6,0.4,0.7,1.2,1.1,0.4,0.1,1.2
4292,9654,90,30.5,13.8,6.1,14.0,43.4,0.4,1.2,20.9,2.0,3.2,64.9,2.0,4.3,6.6,2.8,0.8,0.3,3.0
4293,5071,66,16.6,6.8,2.5,5.3,47.9,0.1,0.5,-11.0,1.7,2.7,56.4,2.5,3.2,5.6,0.7,0.7,0.8,0.9
4294,12781,81,17.6,5.2,2.0,6.0,35.3,0.7,1.9,41.8,0.7,0.6,90.0,0.3,1.0,1.4,2.7,1.0,-0.0,0.7
4295,11873,44,10.4,3.4,1.2,2.8,43.0,0.5,1.4,18.5,0.6,0.9,71.0,0.3,0.5,0.9,1.7,0.6,-0.1,0.7
4296,9665,60,12.3,4.1,1.7,3.7,45.6,0.8,2.2,31.0,0.3,0.5,70.9,0.9,3.1,3.8,0.3,0.3,0.5,0.7
4297,76,64,18.7,8.0,2.9,7.0,41.1,0.6,1.8,39.9,1.6,2.0,80.8,0.9,1.8,2.7,0.8,0.6,-0.3,0.9
4298,6744,45,19.7,8.7,2.9,7.7,36.8,0.8,2.3,49.6,1.9,2.3,80.0,0.3,1.7,2.0,1.7,0.8,0.0,1.1
4299,13380,57,21.5,8.4,3.6,8.4,44.0,0.3,1.1,18.6,0.9,1.3,68.9,1.9,2.7,4.7,1.1,1.0,0.3,1.1
4300,7178,75,14.0,4.0,1.5,3.9,36.5,0.0,0.2,17.4,0.9,1.4,65.4,0.5,0.9,1.5,1.4,0.3,-0.2,0.8
4301,162,22,10.9,8.9,3.1,7.2,44.2,-0.1,0.1,17.1,2.2,2.9,83.0,0.6,1.3,1.9,1.1,0.4,-0.2,0.9
4302,2120,66,16.9,6.2,2.3,5.3,46.5,0.1,0.3,28.6,1.3,1.6,76.6,0.7,1.8,2.5,0.8,0.4,0.4,1.2
4303,2100,39,29.7,13.6,4.6,10.9,42.1,0.7,1.8,46.1,2.9,3.3,86.5,0.5,3.5,3.6,2.5,0.5,-0.2,2.2
4304,2857,42,8.0,2.7,1.0,2.9,34.9,0.5,1.5,22.0,0.3,0.5,64.7,0.3,1.2,1.4,0.5,0.2,0.2,0.6
4305,4792,70,27.0,10.1,3.5,7.5,49.1,0.1,0.5,18.1,2.9,3.3,91.9,1.2,4.3,5.5,1.0,0.8,0.5,1.0
4306,9809,91,18.4,5.0,1.6,3.8,42.9,0.3,0.8,26.7,2.2,2.9,85.7,0.6,1.2,2.0,1.9,0.6,0.1,1.6
4307,8280,71,22.4,12.7,4.4,10.3,43.6,0.8,2.0,36.6,3.4,4.3,76.6,0.9,2.4,3.0,1.3,0.9,0.2,1.6
4308,11243,52,18.0,6.6,2.8,5.3,50.3,-0.5,-1.5,-16.3,1.7,2.6,66.9,1.4,1.4,2.9,1.9,0.5,0.1,1.3
4309,10172,58,15.8,8.3,3.4,6.8,49.4,-0.1,-0.4,27.5,1.4,1.8,87.3,0.9,1.4,2.2,0.7,0.7,0.2,1.1
4310,6453,57,17.5,6.4,3.0,6.9,41.2,0.4,1.3,25.4,0.3,0.5,73.1,1.3,1.6,3.1,0.4,0.6,0.4,0.9
4311,2561,60,16.8,7.3,2.7,5.2,49.2,0.2,0.6,20.0,1.6,2.0,73.7,1.6,3.8,5.3,0.2,0.4,2.4,1.0
4312,12648,71,22.2,7.9,2.8,6.7,43.7,0.2,0.9,-2.9,1.7,2.4,75.0,1.3,2.7,4.1,1.0,0.5,0.6,1.6
4313,2641,43,10.5,3.5,1.6,3.7,42.0,0.3,0.8,29.8,0.4,0.7,66.0,1.0,2.0,3.0,0.7,0.3,0.2,0.4
4314,12847,65,13.2,3.4,1.3,3.0,44.3,0.4,1.1,4.7,0.5,1.0,52.6,0.8,1.9,2.5,0.6,0.4,0.0,0.7
4315,10173,82,20.3,10.7,4.2,8.3,48.2,-0.0,-0.1,13.5,2.1,2.7,88.7,1.9,2.5,4.4,0.9,0.6,0.2,1.4
4316,3611,80,21.9,8.5,3.5,6.9,50.7,0.4,0.8,5.4,1.4,2.0,69.4,1.4,3.5,5.0,1.9,1.0,0.3,1.5
4317,467,59,25.6,7.7,3.5,7.3,47.3,0.2,0.4,10.6,0.7,1.1,59.2,1.4,3.5,4.7,2.2,0.7,0.3,1.1
4318,1922,59,21.7,8.5,3.3,9.2,35.3,0.6,2.0,6.8,1.4,2.0,71.8,0.7,1.9,2.5,2.5,1.0,0.1,1.0
4319,9409,33,7.5,1.9,0.9,2.0,44.9,-0.4,-1.1,14.8,0.1,0.4,55.9,0.1,0.5,0.7,1.5,0.4,-0.5,0.5
4320,445,38,19.2,6.3,2.3,4.0,56.4,-0.3,-0.8,-0.3,2.7,4.5,57.5,3.6,5.9,9.5,0.2,0.5,0.5,1.5
4321,2907,87,20.0,7.4,3.0,6.6,46.1,-0.1,-0.0,7.0,1.5,2.0,71.9,0.9,2.4,3.3,1.7,0.9,0.7,1.2
4322,15,67,10.8,6.4,2.5,4.8,49.9,-0.3,-0.9,9.0,1.7,2.3,74.6,1.5,1.1,2.2,0.6,0.3,0.2,0.7
4323,12755,57,23.2,8.3,3.1,8.4,34.0,0.3,1.1,41.3,1.8,2.2,86.0,0.7,2.8,3.4,4.8,0.6,0.0,2.1
4324,13688,42,12.5,6.3,2.3,6.0,36.9,0.5,1.6,26.9,1.3,1.7,79.1,0.2,0.8,1.0,3.1,0.8,-0.0,1.7
4325,10800,64,16.0,7.9,2.9,7.4,38.2,0.7,2.0,49.2,1.2,1.3,91.5,0.3,0.4,0.8,0.9,1.1,-0.5,1.0
4326,5259,53,23.3,9.9,3.5,8.1,44.7,0.9,2.7,37.9,1.3,1.9,71.6,0.6,2.5,3.0,3.5,1.1,0.0,1.5
4327,8617,82,32.4,12.9,5.0,12.2,39.8,0.4,1.4,26.4,2.2,2.6,83.5,0.6,2.6,3.1,6.6,0.9,0.2,3.2
4328,5030,75,15.4,5.7,2.3,4.8,47.5,0.2,0.9,14.8,1.1,1.8,66.7,1.1,2.5,3.5,0.8,0.3,0.3,1.0
4329,11980,39,9.5,2.9,1.1,2.1,51.2,-0.8,-2.4,-11.9,1.2,2.1,60.9,1.4,1.1,2.1,0.5,0.3,0.3,1.0
4330,2082,44,18.2,4.9,1.9,5.2,37.5,-0.3,-0.9,7.0,1.0,1.1,78.2,0.4,1.5,2.1,1.3,0.5,0.1,1.3
4331,4932,39,14.1,4.5,1.4,3.0,45.6,0.8,2.1,33.5,1.1,1.5,66.6,0.4,1.7,2.1,0.4,0.5,0.1,0.5
4332,2231,71,10.5,2.5,1.0,2.3,46.2,0.1,0.3,26.9,0.4,0.6,65.4,1.2,2.0,2.8,0.1,0.3,0.1,0.5
4333,2353,76,22.0,7.8,3.0,5.8,51.1,0.6,1.7,11.5,1.2,1.4,79.8,1.7,2.7,4.5,0.8,0.5,0.4,0.8
4334,722,76,13.4,4.8,1.9,4.4,41.5,-0.2,-0.2,28.9,0.7,1.0,77.3,1.0,1.9,3.0,0.6,0.4,0.3,0.7
4335,9249,75,32.2,13.0,5.6,12.2,47.0,-0.0,0.2,7.7,1.8,2.5,72.9,2.2,3.2,5.3,3.2,1.2,0.7,2.1
4336,7979,51,11.8,5.8,2.3,4.2,52.0,-0.6,-1.6,-14.7,1.7,2.3,77.8,1.9,2.3,3.8,0.3,0.3,0.5,0.7
4337,3127,60,26.5,11.3,4.4,10.9,39.8,0.7,1.8,29.4,2.2,3.1,75.9,0.5,2.3,2.7,1.5,1.0,0.3,1.4
4338,5439,75,24.2,9.1,3.3,8.3,39.5,-0.0,0.4,5.1,2.5,3.9,63.0,2.0,3.1,5.1,1.5,0.9,0.4,2.4
4339,223,41,15.9,4.2,1.6,4.2,39.7,-0.4,-0.7,-10.9,0.9,1.3,72.8,0.6,1.6,2.1,1.3,0.6,-0.2,1.1
4340,12718,38,12.8,6.0,2.1,5.7,36.5,0.4,1.1,32.2,1.4,1.8,77.0,0.5,1.1,1.6,0.8,0.2,0.3,1.1
4341,6671,66,24.6,11.1,4.2,9.5,42.5,0.2,0.9,30.7,2.2,2.6,95.6,1.7,2.9,4.3,1.7,0.7,0.3,1.5
4342,3568,39,14.8,5.7,2.2,5.5,42.2,-0.2,-0.0,21.3,1.2,1.9,70.0,1.0,2.3,3.0,0.9,0.5,0.7,1.0
4343,8127,64,16.3,8.0,3.0,6.1,50.3,0.2,0.5,24.3,1.7,2.7,66.1,1.2,2.5,3.7,0.4,0.4,0.3,0.8
4344,2090,69,11.8,4.3,1.9,4.2,45.2,0.2,0.8,19.9,0.4,0.6,74.7,0.2,0.9,1.2,1.1,0.3,-0.2,0.5
4345,7269,80,24.5,10.2,3.9,7.8,49.2,0.4,1.3,8.9,2.5,3.2,83.2,1.9,2.4,4.2,2.1,1.4,0.3,1.3
4346,7453,75,18.8,12.7,4.9,7.4,67.2,0.4,0.9,43.1,2.2,2.8,81.1,1.5,1.8,3.1,1.2,0.9,0.0,1.2
4347,13374,95,34.6,16.1,5.5,12.5,43.9,0.8,2.3,58.2,3.3,4.7,72.6,1.7,3.1,5.0,3.8,1.4,0.3,2.1
4348,6145,90,29.8,16.3,6.3,15.1,39.9,0.3,1.3,18.3,4.0,4.9,84.8,1.2,2.3,3.6,6.8,1.4,0.0,3.6
4349,9712,51,12.6,3.9,1.3,2.9,46.6,0.4,1.0,6.5,1.1,1.5,78.0,1.2,1.3,2.4,0.3,0.7,0.2,0.3
4350,5811,76,15.6,6.4,2.6,5.4,52.1,0.1,0.6,5.0,0.8,1.2,76.1,0.7,1.3,1.9,1.6,0.7,0.1,1.2
4351,13754,69,16.5,6.0,2.5,4.1,61.1,-0.3,-0.6,-13.2,1.3,2.0,61.4,2.4,3.7,6.7,1.2,0.6,0.5,0.9
4352,1705,80,10.2,3.7,1.7,3.9,41.3,0.1,0.0,36.5,0.4,0.8,62.8,0.5,0.7,1.2,0.8,0.3,0.1,0.5
4353,3093,60,14.3,8.0,3.4,6.7,51.3,0.4,1.1,12.6,0.9,1.3,71.0,0.3,1.1,1.3,3.0,0.8,-0.2,1.8
4354,11844,58,16.5,4.8,1.9,4.8,38.9,-0.2,0.1,4.5,1.1,1.4,74.0,0.4,1.9,2.2,1.9,0.5,0.0,0.8
4355,9230,47,19.1,6.8,2.6,6.0,45.0,0.4,1.3,33.5,0.9,1.1,74.3,0.6,1.5,2.1,1.8,0.6,0.1,1.0
4356,5208,70,13.2,5.4,1.8,5.6,32.1,1.0,2.7,24.4,0.6,0.9,71.5,0.2,1.1,1.2,0.9,0.4,0.2,1.3
4357,8811,74,31.2,15.7,6.7,13.9,50.4,0.6,1.8,54.4,1.6,2.0,76.3,1.1,3.5,4.7,1.9,1.4,0.3,1.9
4358,1276,63,12.6,7.8,3.0,6.5,46.0,-0.2,-0.1,12.1,2.0,2.8,71.9,1.6,1.6,3.1,0.5,0.3,0.4,1.2
4359,8684,71,36.8,19.2,7.6,16.4,47.6,0.5,1.3,7.1,3.4,4.9,71.0,1.6,5.6,7.5,3.0,1.0,0.3,2.3
4360,10337,39,19.8,9.3,3.4,9.5,35.3,0.1,0.3,25.1,2.9,3.7,77.3,1.3,2.6,4.4,2.0,0.6,0.2,1.9
4361,11588,70,13.4,5.6,2.1,4.9,44.1,-0.4,-0.7,-8.0,2.1,2.9,73.6,1.7,1.2,2.6,1.3,1.0,0.4,1.1
4362,11197,36,20.7,7.2,2.9,6.9,41.8,0.6,1.5,31.1,0.7,1.1,65.9,0.9,2.7,3.5,0.8,0.5,0.3,1.1
4363,10530,70,15.1,6.4,2.2,5.9,35.4,0.5,1.2,34.2,1.8,2.2,78.4,0.6,2.1,2.8,1.8,0.9,0.5,1.9
4364,2374,85,20.5,8.4,3.2,6.7,48.6,-0.3,-0.7,30.9,2.2,2.8,80.2,1.6,3.3,5.1,1.3,0.9,0.7,1.4
4365,8587,44,7.7,1.8,0.8,1.8,43.3,0.2,0.5,29.5,0.2,0.4,58.3,0.5,0.9,1.4,0.2,0.2,0.4,0.2
4366,7068,89,18.0,7.5,3.0,6.4,45.8,0.4,1.2,26.9,1.2,1.9,61.3,0.6,1.8,2.4,3.3,0.7,0.5,1.6
4367,5228,63,22.8,9.7,3.6,7.8,45.2,0.3,1.3,19.0,2.4,3.7,64.3,1.8,3.7,5.9,0.7,1.2,0.4,1.8
4368,1162,62,28.7,11.6,4.7,9.8,48.8,0.5,1.5,30.3,1.5,2.2,73.8,1.2,3.2,4.4,2.8,1.3,0.3,1.9
4369,8022,78,10.4,3.6,1.3,3.7,35.2,-0.6,-1.3,17.1,1.5,2.0,78.7,0.7,1.1,1.6,0.7,0.3,0.2,0.8
4370,8971,77,13.0,6.6,2.4,4.9,46.8,0.7,1.9,32.7,1.2,1.9,63.9,0.5,1.3,1.7,0.8,0.6,0.2,1.0
